"location","c130","height"
"DomOVL09167",205,40
"DomOVL09167",215,33
"DomOVL09167",215,34
"DomOVL09167",215,35
"DomOVL09167",215,35
"DomOVL09167",215,35
"DomOVL09167",215,35
"DomOVL09167",225,34
"DomOVL09167",225,34
"DomOVL09167",235,34
"DomOVL09167",235,35
"DomOVL09167",235,35
"DomVBR09235",35,13
"DomVBR09235",55,18.5
"DomVBR09235",65,14
"DomVBR09235",65,18.5
"DomVBR09235",65,22
"DomVBR09235",65,22
"DomVBR09235",75,30
"DomVBR09235",85,18.5
"DomVBR09235",85,22.5
"DomVBR09235",85,24.5
"DomVBR09235",85,26
"DomVBR09235",85,28
"DomVBR09235",85,28.5
"DomVBR09235",85,29
"DomVBR09235",95,22
"DomVBR09235",95,24.5
"DomVBR09235",95,26.5
"DomVBR09235",95,26.5
"DomVBR09235",95,27
"DomVBR09235",95,27
"DomVBR09235",95,27.5
"DomVBR09235",95,28
"DomVBR09235",95,28
"DomVBR09235",95,30.5
"DomVBR09235",95,32
"DomVBR09235",105,27
"DomVBR09235",105,27
"DomVBR09235",105,28
"DomVBR09235",105,29.5
"DomVBR09235",105,29.7999992370605
"DomVBR09235",105,30
"DomVBR09235",105,31
"DomVBR09235",105,32
"DomVBR09235",105,32.5
"DomVBR09235",105,34
"DomVBR09235",115,26
"DomVBR09235",115,27.5
"DomVBR09235",115,28
"DomVBR09235",115,28
"DomVBR09235",115,28
"DomVBR09235",115,28.5
"DomVBR09235",115,28.5
"DomVBR09235",115,29
"DomVBR09235",115,29
"DomVBR09235",115,29
"DomVBR09235",115,32
"DomVBR09235",115,32
"DomVBR09235",115,32
"DomVBR09235",115,32
"DomVBR09235",115,32.5
"DomVBR09235",115,35
"DomVBR09235",115,36
"DomVBR09235",125,28
"DomVBR09235",125,28.7999992370605
"DomVBR09235",125,29
"DomVBR09235",125,29.5
"DomVBR09235",125,30
"DomVBR09235",125,30
"DomVBR09235",125,31
"DomVBR09235",125,31
"DomVBR09235",125,31
"DomVBR09235",125,31
"DomVBR09235",125,31
"DomVBR09235",125,32
"DomVBR09235",125,32
"DomVBR09235",125,33
"DomVBR09235",125,33
"DomVBR09235",125,33
"DomVBR09235",125,34
"DomVBR09235",125,34
"DomVBR09235",125,35
"DomVBR09235",125,35
"DomVBR09235",125,35
"DomVBR09235",125,35
"DomVBR09235",125,36
"DomVBR09235",125,36
"DomVBR09235",125,36
"DomVBR09235",125,36
"DomVBR09235",125,36
"DomVBR09235",125,36
"DomVBR09235",125,37
"DomVBR09235",125,37
"DomVBR09235",135,26.5
"DomVBR09235",135,27.5
"DomVBR09235",135,28.5
"DomVBR09235",135,29
"DomVBR09235",135,30
"DomVBR09235",135,30
"DomVBR09235",135,30
"DomVBR09235",135,30
"DomVBR09235",135,30
"DomVBR09235",135,30.5
"DomVBR09235",135,31
"DomVBR09235",135,31.5
"DomVBR09235",135,31.5
"DomVBR09235",135,31.5
"DomVBR09235",135,32
"DomVBR09235",135,32.5
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,33
"DomVBR09235",135,34
"DomVBR09235",135,34
"DomVBR09235",135,34
"DomVBR09235",135,35
"DomVBR09235",135,35.5
"DomVBR09235",135,36
"DomVBR09235",135,36
"DomVBR09235",135,36
"DomVBR09235",135,36
"DomVBR09235",135,37
"DomVBR09235",135,37
"DomVBR09235",135,37
"DomVBR09235",135,38
"DomVBR09235",145,26
"DomVBR09235",145,29
"DomVBR09235",145,29.5
"DomVBR09235",145,30.5
"DomVBR09235",145,30.5
"DomVBR09235",145,30.5
"DomVBR09235",145,30.5
"DomVBR09235",145,31
"DomVBR09235",145,31
"DomVBR09235",145,31.5
"DomVBR09235",145,31.5
"DomVBR09235",145,32
"DomVBR09235",145,32.5
"DomVBR09235",145,33
"DomVBR09235",145,33
"DomVBR09235",145,33.5
"DomVBR09235",145,34
"DomVBR09235",145,34
"DomVBR09235",145,34
"DomVBR09235",145,34
"DomVBR09235",145,34.5
"DomVBR09235",145,35
"DomVBR09235",145,35
"DomVBR09235",145,35
"DomVBR09235",145,35
"DomVBR09235",145,35.5
"DomVBR09235",145,36
"DomVBR09235",145,36
"DomVBR09235",145,36
"DomVBR09235",145,37
"DomVBR09235",145,38
"DomVBR09235",145,38
"DomVBR09235",155,26.5
"DomVBR09235",155,27
"DomVBR09235",155,29.5
"DomVBR09235",155,30
"DomVBR09235",155,30.5
"DomVBR09235",155,30.5
"DomVBR09235",155,31
"DomVBR09235",155,31
"DomVBR09235",155,31.5
"DomVBR09235",155,32
"DomVBR09235",155,32.5
"DomVBR09235",155,33
"DomVBR09235",155,34
"DomVBR09235",155,35
"DomVBR09235",155,35
"DomVBR09235",155,35
"DomVBR09235",155,36
"DomVBR09235",155,36
"DomVBR09235",155,36
"DomVBR09235",155,36
"DomVBR09235",155,36
"DomVBR09235",155,36
"DomVBR09235",165,24
"DomVBR09235",165,30
"DomVBR09235",165,31.5
"DomVBR09235",165,32
"DomVBR09235",165,32
"DomVBR09235",165,32
"DomVBR09235",165,32.5
"DomVBR09235",165,32.5
"DomVBR09235",165,33
"DomVBR09235",165,33
"DomVBR09235",165,33
"DomVBR09235",165,33.5
"DomVBR09235",165,34
"DomVBR09235",165,35
"DomVBR09235",165,35
"DomVBR09235",165,35
"DomVBR09235",165,37
"DomVBR09235",175,31
"DomVBR09235",175,32.5
"DomVBR09235",175,32.5
"DomVBR09235",175,33
"DomVBR09235",175,33
"DomVBR09235",175,34
"DomVBR09235",175,34
"DomVBR09235",175,34.5
"DomVBR09235",175,35
"DomVBR09235",175,35
"DomVBR09235",175,37
"DomVBR09235",175,38
"DomVBR09235",185,29
"DomVBR09235",185,31
"DomVBR09235",185,32
"DomVBR09235",185,32
"DomVBR09235",185,33
"DomVBR09235",185,34
"DomVBR09235",185,34
"DomVBR09235",185,34.5
"DomVBR09235",185,34.5
"DomVBR09235",185,34.5
"DomVBR09235",185,34.5
"DomVBR09235",185,35
"DomVBR09235",185,35
"DomVBR09235",185,36.5
"DomVBR09235",185,36.5
"DomVBR09235",195,30.5
"DomVBR09235",195,30.5
"DomVBR09235",195,31.5
"DomVBR09235",195,32
"DomVBR09235",195,32.5
"DomVBR09235",195,34
"DomVBR09235",195,34
"DomVBR09235",195,34
"DomVBR09235",195,34.5
"DomVBR09235",195,34.5
"DomVBR09235",195,35
"DomVBR09235",195,35
"DomVBR09235",195,35.5
"DomVBR09235",195,36.5
"DomVBR09235",195,40
"DomVBR09235",205,31.5
"DomVBR09235",205,31.5
"DomVBR09235",205,33
"DomVBR09235",205,33
"DomVBR09235",205,34
"DomVBR09235",205,34
"DomVBR09235",205,34
"DomVBR09235",205,34.5
"DomVBR09235",205,35
"DomVBR09235",205,35
"DomVBR09235",205,36
"DomVBR09235",205,36.5
"DomVBR09235",215,30.5
"DomVBR09235",215,32.5
"DomVBR09235",215,33
"DomVBR09235",215,36.5
"DomVBR09235",225,27.5
"DomVBR09235",225,29.5
"DomVBR09235",225,31
"DomVBR09420",65,23.2
"DomVBR09420",85,23.4
"DomVBR09420",85,24.9
"DomVBR09420",95,25.6
"DomVBR09420",95,27.1
"DomVBR09420",115,33.5
"DomVBR09420",125,26.8
"DomVBR09420",125,30
"DomVBR09420",125,31.2
"DomVBR09420",125,31.4
"DomVBR09420",135,25.1
"DomVBR09420",135,27.6
"DomVBR09420",135,28.9
"DomVBR09420",135,30
"DomVBR09420",135,30.4
"DomVBR09420",135,30.5
"DomVBR09420",135,31
"DomVBR09420",135,31.2
"DomVBR09420",135,33.3
"DomVBR09420",135,34.2
"DomVBR09420",135,38.1
"DomVBR09420",145,28.3
"DomVBR09420",145,31.3
"DomVBR09420",145,32.3
"DomVBR09420",145,33.1
"DomVBR09420",145,34.7
"DomVBR09420",145,37.4
"DomVBR09420",145,38.6
"DomVBR09420",155,26.1
"DomVBR09420",155,31.7
"DomVBR09420",155,36.7
"DomVBR09420",155,37.4
"DomVBR09420",165,30.4
"DomVBR09420",165,31.8
"DomVBR09420",165,32.4
"DomVBR09420",165,34.2
"DomVBR09420",165,34.7
"DomVBR09420",165,35
"DomVBR09420",165,36.5
"DomVBR09420",175,33.7
"DomVBR09420",175,34.2
"DomVBR09420",175,35.2
"DomVBR09420",175,36.1
"DomVBR09420",175,37.1
"DomVBR09420",175,38
"DomVBR09420",185,31.6
"DomVBR09420",185,31.8
"DomVBR09420",185,33.4
"DomVBR09420",185,36.1
"DomVBR09420",185,37.5
"DomVBR09420",185,38.6
"DomVBR09420",185,38.6
"DomVBR09420",195,34.4
"DomVBR09420",205,25.9
"DomVBR09420",215,30.9
"DomVBR09420",215,31.4
"DomVBR09420",215,35.6
"DomVBR09420",225,26.6
"DomVBR13030",25,9.1
"DomVBR13030",35,10.2
"DomVBR13030",35,10.2
"DomVBR13030",35,10.5
"DomVBR13030",35,15.1999998092651
"DomVBR13030",45,12.1
"DomVBR13030",45,12.2
"DomVBR13030",45,14.3
"DomVBR13030",45,14.8
"DomVBR13030",55,13.7
"DomVBR13030",55,14
"DomVBR13030",55,14
"DomVBR13030",55,14.8
"DomVBR13030",55,15.2
"DomVBR13030",65,17
"DomVBR13030",75,18.5
"DomVBR13030",95,24.7
"DomVBR13030",105,22.7
"DomVBR13030",105,25.5
"DomVBR13030",105,25.6
"DomVBR13030",105,27.6
"DomVBR13030",105,28.5
"DomVBR13030",115,23.8
"DomVBR13030",115,24.5
"DomVBR13030",115,27.5
"DomVBR13030",115,27.5
"DomVBR13030",115,28
"DomVBR13030",125,26.4
"DomVBR13030",125,27.5
"DomVBR13030",125,27.7
"DomVBR13030",125,27.8
"DomVBR13030",125,27.9
"DomVBR13030",125,28
"DomVBR13030",125,28.4
"DomVBR13030",125,28.4
"DomVBR13030",125,28.4
"DomVBR13030",125,28.6
"DomVBR13030",125,28.8
"DomVBR13030",125,29.7
"DomVBR13030",125,30.4
"DomVBR13030",135,23.3
"DomVBR13030",135,23.9
"DomVBR13030",135,24.9
"DomVBR13030",135,25
"DomVBR13030",135,25.4
"DomVBR13030",135,26.5
"DomVBR13030",135,26.7
"DomVBR13030",135,27.1
"DomVBR13030",135,28.1
"DomVBR13030",135,28.2
"DomVBR13030",135,28.3
"DomVBR13030",135,28.3
"DomVBR13030",135,28.5
"DomVBR13030",135,28.8
"DomVBR13030",135,29.2
"DomVBR13030",135,29.2
"DomVBR13030",135,30.2
"DomVBR13030",135,31
"DomVBR13030",135,38.9
"DomVBR13030",145,25.2
"DomVBR13030",145,26.4
"DomVBR13030",145,26.6
"DomVBR13030",145,26.9
"DomVBR13030",145,27.8
"DomVBR13030",145,29.7
"DomVBR13030",145,30.7
"DomVBR13030",145,30.8
"DomVBR13030",145,31
"DomVBR13030",155,28
"DomVBR13030",155,28.6
"DomVBR13030",155,29
"DomVBR13030",155,29.9
"DomVBR13030",155,30
"DomVBR13030",155,30.3
"DomVBR13030",165,27.9
"DomVBR13030",165,28.9
"DomVBR13030",165,31.7
"DomVBR13030",175,26.8
"DomVBR13030",175,36
"DomVBR13030",185,31.8
"DomVBR13030",185,35.2
"DomVBR13030",195,31.2
"DomVBR13030",205,32.9
"DomVBR13030",225,32.6
"DomVBR13030",235,33.4
"DomVBR14001",25,14
"DomVBR14001",25,15
"DomVBR14001",25,15
"DomVBR14001",25,15
"DomVBR14001",25,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,15
"DomVBR14001",35,16
"DomVBR14001",35,16
"DomVBR14001",45,15
"DomVBR14001",45,16
"DomVBR14001",45,16
"DomVBR14001",45,17
"DomVBR14001",45,17
"DomVBR14001",75,25
"DomVBR14001",85,23
"DomVBR14001",85,25
"DomVBR14001",95,25
"DomVBR14001",105,25
"DomVBR14001",105,25
"DomVBR14001",105,26
"DomVBR14001",115,25
"DomVBR14001",115,26
"DomVBR14001",115,26
"DomVBR14001",125,26
"DomVBR14001",125,26
"DomVBR14001",125,26
"DomVBR14001",125,27
"DomVBR14001",125,27
"DomVBR14001",125,30
"DomVBR14001",125,30
"DomVBR14001",135,27
"DomVBR14001",135,28
"DomVBR14001",135,29
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",135,30
"DomVBR14001",145,30
"DomVBR14001",145,30
"DomVBR14001",145,30
"DomVBR14001",145,30
"DomVBR14001",145,30
"DomVBR14001",145,31
"DomVBR14001",145,31
"DomVBR14001",145,32
"DomVBR14001",145,32
"DomVBR14001",145,32
"DomVBR14001",145,33
"DomVBR14001",145,33
"DomVBR14001",145,34
"DomVBR14001",155,30
"DomVBR14001",155,31
"DomVBR14001",165,31
"DomVBR14001",165,31
"DomVBR14001",165,34
"DomVBR14001",205,30
"DomVBR14001",205,30
"DomVBR14001",205,30
"DomVBR14001",215,38
"DomVBR14001",225,34
"DomVBR14001",225,38
"DomWVL09023",65,24
"DomWVL09023",85,12
"DomWVL09023",85,18
"DomWVL09023",85,20
"DomWVL09023",85,20
"DomWVL09023",95,19
"DomWVL09023",95,20
"DomWVL09023",95,25
"DomWVL09023",105,21
"DomWVL09023",105,24
"DomWVL09023",115,21
"DomWVL09023",115,21
"DomWVL09023",125,19
"DomWVL09023",125,22
"DomWVL09023",125,24
"DomWVL09023",125,25
"DomWVL09023",125,27
"DomWVL09023",135,23
"DomWVL09023",135,23
"DomWVL09023",135,23
"DomWVL09023",135,25
"DomWVL09023",135,25
"DomWVL09023",135,27
"DomWVL09023",145,22
"DomWVL09023",145,23
"DomWVL09023",145,23
"DomWVL09023",145,23
"DomWVL09023",145,24
"DomWVL09023",145,24
"DomWVL09023",145,25
"DomWVL09023",145,25
"DomWVL09023",145,26
"DomWVL09023",155,23
"DomWVL09023",155,23
"DomWVL09023",155,23
"DomWVL09023",155,25
"DomWVL09023",155,25
"DomWVL09023",155,26
"DomWVL09023",165,25
"DomWVL09023",165,26
"DomWVL09023",165,27
"DomWVL09023",165,28
"DomWVL09023",165,29
"DomWVL09023",175,24
"DomWVL09023",175,26
"DomWVL09023",175,26
"DomWVL09023",175,26
"DomWVL09023",175,27
"DomWVL09023",185,25
"DomWVL09023",185,27
"DomWVL09023",185,28
"DomWVL09023",195,24
"DomWVL09023",195,24
"DomWVL09023",195,24
"DomWVL09023",195,25
"DomWVL09023",195,27
"DomWVL09023",195,29
"DomWVL09023",205,25
"DomWVL09023",205,25
"DomWVL09023",205,25
"DomWVL09023",205,25
"DomWVL09023",205,26
"DomWVL09023",205,28
"DomWVL09023",215,27
"DomWVL09023",215,28
"DomWVL09023",225,24
"DomWVL09023",225,26
"DomWVL09023",225,27
"DomWVL09023",225,28
"DomWVL09023",225,29
"DomWVL09023",235,27
"DomWVL09023",235,27
"DomWVL09023",235,27
"DomWVL09023",235,30
"DomWVL09056",55,23
"DomWVL09056",65,24
"DomWVL09056",75,25
"DomWVL09056",75,25
"DomWVL09056",75,26
"DomWVL09056",75,26
"DomWVL09056",95,26.5
"DomWVL09056",105,26
"DomWVL09056",105,31
"DomWVL09056",115,27
"DomWVL09056",125,28
"DomWVL09056",125,31
"DomWVL09056",125,32
"DomWVL09056",125,32.5
"DomWVL09056",135,27
"DomWVL09056",135,32
"DomWVL09056",135,32
"DomWVL09056",135,32.5
"DomWVL09056",135,33
"DomWVL09056",135,33
"DomWVL09056",135,33.5
"DomWVL09056",135,34
"DomWVL09056",135,34
"DomWVL09056",145,27.5
"DomWVL09056",145,28
"DomWVL09056",145,30
"DomWVL09056",145,31
"DomWVL09056",145,31.5
"DomWVL09056",145,32.5
"DomWVL09056",145,32.5
"DomWVL09056",145,34
"DomWVL09056",145,34
"DomWVL09056",145,34
"DomWVL09056",145,34.5
"DomWVL09056",155,31.5
"DomWVL09056",155,32
"DomWVL09056",155,32
"DomWVL09056",155,32
"DomWVL09056",155,33
"DomWVL09056",155,33
"DomWVL09056",155,33.5
"DomWVL09056",155,34
"DomWVL09056",155,35
"DomWVL09056",155,35
"DomWVL09056",165,27.5
"DomWVL09056",165,32
"DomWVL09056",165,32
"DomWVL09056",165,33
"DomWVL09056",165,33
"DomWVL09056",165,33.5
"DomWVL09056",165,33.5
"DomWVL09056",165,33.5
"DomWVL09056",165,34
"DomWVL09056",165,34
"DomWVL09056",165,34
"DomWVL09056",165,35
"DomWVL09056",165,35
"DomWVL09056",165,36
"DomWVL09056",175,33
"DomWVL09056",175,33.5
"DomWVL09056",175,33.5
"DomWVL09056",175,34
"DomWVL09056",175,34
"DomWVL09056",175,34
"DomWVL09056",175,35
"DomWVL09056",175,36
"DomWVL09056",175,37
"DomWVL09056",185,34.5
"DomWVL09056",185,35
"DomWVL09056",185,36
"DomWVL09056",195,30
"DomWVL09056",195,31
"DomWVL09056",195,35
"DomWVL09056",195,35
"DomWVL09056",195,35
"DomWVL09056",195,36
"DomWVL09056",195,36
"DomWVL09056",195,36
"DomWVL09056",195,37
"DomWVL09056",205,33
"DomWVL09056",205,34
"DomWVL09056",205,34
"DomWVL09056",205,34
"DomWVL09056",205,36
"DomWVL09056",205,36
"DomWVL09056",215,33
"DomWVL09056",215,35
"DomWVL09056",215,35
"DomWVL09056",215,35
"DomWVL09056",215,36
"DomWVL09056",225,30
"DomWVL09056",225,36
"DomWVL09056",225,36.5
"DomWVL09056",225,36.5
"DomWVL09056",225,36.5
"DomWVL09172",85,20
"DomWVL09172",85,20
"DomWVL09172",85,20
"DomWVL09172",95,19
"DomWVL09172",105,19.5
"DomWVL09172",105,20
"DomWVL09172",105,21
"DomWVL09172",105,21
"DomWVL09172",105,22
"DomWVL09172",105,22
"DomWVL09172",105,22
"DomWVL09172",115,20
"DomWVL09172",115,20.5
"DomWVL09172",115,22
"DomWVL09172",115,22
"DomWVL09172",115,22
"DomWVL09172",125,21.5
"DomWVL09172",125,21.5
"DomWVL09172",125,21.5
"DomWVL09172",125,21.5
"DomWVL09172",125,23.5
"DomWVL09172",125,23.5
"DomWVL09172",125,23.5
"DomWVL09172",125,23.5
"DomWVL09172",125,25
"DomWVL09172",125,25
"DomWVL09172",125,25
"DomWVL09172",125,25
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",175,21.5
"DomWVL09172",175,21.5
"DomWVL09172",175,21.5
"DomWVL09172",175,21.5
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",215,23
"DomWVL09258",85,16
"DomWVL09258",125,21
"DomWVL09258",125,23.5
"DomWVL09258",125,25
"DomWVL09258",125,25.5
"DomWVL09258",125,28
"DomWVL09258",125,28.5
"DomWVL09258",135,22.5
"DomWVL09258",135,25.5
"DomWVL09258",135,31.5
"DomWVL09258",145,22
"DomWVL09258",145,24
"DomWVL09258",145,25
"DomWVL09258",145,25.5
"DomWVL09258",145,26
"DomWVL09258",145,27
"DomWVL09258",145,27
"DomWVL09258",145,27.5
"DomWVL09258",145,30
"DomWVL09258",145,30
"DomWVL09258",145,39
"DomWVL09258",155,24
"DomWVL09258",155,25
"DomWVL09258",155,29.5
"DomWVL09258",165,25
"DomWVL09258",165,27
"DomWVL09258",165,32
"DomWVL09258",165,32
"DomWVL09258",165,33.5
"DomWVL09258",165,34
"DomWVL09258",165,34.5
"DomWVL09258",165,35
"DomWVL09258",175,22
"DomWVL09258",175,26.5
"DomWVL09258",175,26.5
"DomWVL09258",175,31.5
"DomWVL09258",175,38.5
"DomWVL09258",175,38.5
"DomWVL09258",185,31
"DomWVL09258",185,32.5
"DomWVL09258",185,33
"DomWVL09258",185,33.5
"DomWVL09258",185,33.5
"DomWVL09258",185,34.5
"DomWVL09258",185,35
"DomWVL09258",195,24
"DomWVL09258",195,30
"DomWVL09258",195,30.5
"DomWVL09258",195,34.5
"DomWVL09258",205,30.5
"DomWVL09258",205,33
"DomWVL09258",205,34.5
"DomWVL09258",205,34.5
"DomWVL09258",205,36
"DomWVL09258",205,38.5
"DomWVL09258",215,39.5
"DomWVL09258",225,35
"DomWVL09258",235,30
"DomWVL09258",235,35.5
